"which_localization"	"ensembl_gene_id_version"	"percentage_gene_gc_content"	"gene_biotype"	"tmhmm"
"18358"	"non-localized"	"ENSG00000198963.10"	NA	NA	NA
"18359"	"nucleus"	"ENSG00000198964.13"	NA	NA	NA
"18360"	"non-localized"	"ENSG00000198965.4"	34.14	"protein_coding"	"TMhelix"
"18361"	"non-localized"	"ENSG00000198967.4"	39.04	"protein_coding"	"TMhelix"
"18362"	"non-localized"	"ENSG00000198976.1"	NA	NA	NA
"18363"	"non-localized"	"ENSG00000198983.1"	NA	NA	NA
"18364"	"non-localized"	"ENSG00000198984.1"	NA	NA	NA
"18365"	"non-localized"	"ENSG00000198987.1"	NA	NA	NA
"18366"	"non-localized"	"ENSG00000199001.1"	NA	NA	NA
"18367"	"non-localized"	"ENSG00000199012.2"	NA	NA	NA
"18368"	"non-localized"	"ENSG00000199024.1"	NA	NA	NA
"18369"	"non-localized"	"ENSG00000199025.4"	NA	NA	NA
"18370"	"non-localized"	"ENSG00000199031.1"	NA	NA	NA
"18371"	"non-localized"	"ENSG00000199032.1"	NA	NA	NA
"18372"	"non-localized"	"ENSG00000199036.1"	NA	NA	NA
"18373"	"non-localized"	"ENSG00000199038.1"	NA	NA	NA
"18374"	"non-localized"	"ENSG00000199043.1"	NA	NA	NA
"18375"	"non-localized"	"ENSG00000199075.1"	NA	NA	NA
"18376"	"non-localized"	"ENSG00000199080.1"	NA	NA	NA
"18377"	"non-localized"	"ENSG00000199082.1"	NA	NA	NA
"18378"	"non-localized"	"ENSG00000199090.1"	NA	NA	NA
"18379"	"non-localized"	"ENSG00000199095.1"	NA	NA	NA
"18380"	"non-localized"	"ENSG00000199102.1"	NA	NA	NA
"18381"	"non-localized"	"ENSG00000199104.2"	NA	NA	NA
"18382"	"non-localized"	"ENSG00000199127.1"	NA	NA	NA
"18383"	"non-localized"	"ENSG00000199132.1"	NA	NA	NA
"18384"	"non-localized"	"ENSG00000199135.1"	NA	NA	NA
"18385"	"non-localized"	"ENSG00000199143.1"	NA	NA	NA
"18386"	"non-localized"	"ENSG00000199145.1"	NA	NA	NA
"18387"	"non-localized"	"ENSG00000199153.1"	NA	NA	NA
"18388"	"non-localized"	"ENSG00000199156.1"	NA	NA	NA
"18389"	"non-localized"	"ENSG00000199158.1"	NA	NA	NA
"18390"	"non-localized"	"ENSG00000199161.1"	NA	NA	NA
"18391"	"non-localized"	"ENSG00000199169.1"	NA	NA	NA
"18392"	"non-localized"	"ENSG00000199177.1"	NA	NA	NA
"18393"	"non-localized"	"ENSG00000199196.1"	NA	NA	NA
"18394"	"cytosol"	"ENSG00000199197.1"	NA	NA	NA
"18395"	"non-localized"	"ENSG00000199200.2"	NA	NA	NA
"18396"	"non-localized"	"ENSG00000199201.1"	NA	NA	NA
"18397"	"non-localized"	"ENSG00000199202.1"	NA	NA	NA
"18398"	"non-localized"	"ENSG00000199203.1"	NA	NA	NA
"18399"	"non-localized"	"ENSG00000199204.1"	NA	NA	NA
"18400"	"non-localized"	"ENSG00000199212.1"	NA	NA	NA
"18401"	"non-localized"	"ENSG00000199217.1"	NA	NA	NA
"18402"	"non-localized"	"ENSG00000199218.1"	NA	NA	NA
"18403"	"non-localized"	"ENSG00000199219.1"	NA	NA	NA
"18404"	"non-localized"	"ENSG00000199220.1"	NA	NA	NA
"18405"	"non-localized"	"ENSG00000199222.1"	NA	NA	NA
"18406"	"non-localized"	"ENSG00000199223.1"	NA	NA	NA
"18407"	"non-localized"	"ENSG00000199224.1"	NA	NA	NA
"18408"	"non-localized"	"ENSG00000199226.1"	NA	NA	NA
"18409"	"non-localized"	"ENSG00000199231.1"	NA	NA	NA
"18410"	"non-localized"	"ENSG00000199237.1"	NA	NA	NA
"18411"	"non-localized"	"ENSG00000199240.1"	NA	NA	NA
"18412"	"non-localized"	"ENSG00000199241.1"	NA	NA	NA
"18413"	"non-localized"	"ENSG00000199245.1"	NA	NA	NA
"18414"	"non-localized"	"ENSG00000199246.1"	NA	NA	NA
"18415"	"non-localized"	"ENSG00000199248.1"	NA	NA	NA
"18416"	"non-localized"	"ENSG00000199251.1"	NA	NA	NA
"18417"	"non-localized"	"ENSG00000199260.1"	NA	NA	NA
"18418"	"non-localized"	"ENSG00000199263.1"	NA	NA	NA
"18419"	"non-localized"	"ENSG00000199266.1"	NA	NA	NA
"18420"	"non-localized"	"ENSG00000199270.1"	NA	NA	NA
"18421"	"non-localized"	"ENSG00000199272.1"	NA	NA	NA
"18422"	"non-localized"	"ENSG00000199273.1"	NA	NA	NA
"18423"	"non-localized"	"ENSG00000199276.1"	NA	NA	NA
"18424"	"non-localized"	"ENSG00000199279.1"	NA	NA	NA
"18425"	"non-localized"	"ENSG00000199282.1"	NA	NA	NA
"18426"	"non-localized"	"ENSG00000199283.1"	NA	NA	NA
"18427"	"non-localized"	"ENSG00000199285.1"	NA	NA	NA
"18428"	"non-localized"	"ENSG00000199286.1"	NA	NA	NA
"18429"	"non-localized"	"ENSG00000199289.1"	NA	NA	NA
"18430"	"non-localized"	"ENSG00000199290.1"	NA	NA	NA
"18431"	"non-localized"	"ENSG00000199291.1"	NA	NA	NA
"18432"	"cytosol"	"ENSG00000199293.1"	NA	NA	NA
"18433"	"non-localized"	"ENSG00000199295.1"	NA	NA	NA
"18434"	"non-localized"	"ENSG00000199299.1"	NA	NA	NA
"18435"	"non-localized"	"ENSG00000199301.1"	NA	NA	NA
"18436"	"non-localized"	"ENSG00000199303.1"	NA	NA	NA
"18437"	"non-localized"	"ENSG00000199306.1"	NA	NA	NA
"18438"	"non-localized"	"ENSG00000199308.1"	NA	NA	NA
"18439"	"non-localized"	"ENSG00000199311.1"	NA	NA	NA
"18440"	"non-localized"	"ENSG00000199313.1"	NA	NA	NA
"18441"	"non-localized"	"ENSG00000199315.1"	NA	NA	NA
"18442"	"non-localized"	"ENSG00000199318.1"	NA	NA	NA
"18443"	"cytosol"	"ENSG00000199319.1"	NA	NA	NA
"18444"	"non-localized"	"ENSG00000199321.1"	NA	NA	NA
"18445"	"non-localized"	"ENSG00000199322.1"	NA	NA	NA
"18446"	"non-localized"	"ENSG00000199325.1"	NA	NA	NA
"18447"	"non-localized"	"ENSG00000199326.1"	NA	NA	NA
"18448"	"non-localized"	"ENSG00000199327.1"	NA	NA	NA
"18449"	"non-localized"	"ENSG00000199331.1"	NA	NA	NA
"18450"	"non-localized"	"ENSG00000199332.1"	NA	NA	NA
"18451"	"non-localized"	"ENSG00000199334.1"	NA	NA	NA
"18452"	"non-localized"	"ENSG00000199335.1"	NA	NA	NA
"18453"	"non-localized"	"ENSG00000199337.1"	NA	NA	NA
"18454"	"cytosol"	"ENSG00000199347.1"	NA	NA	NA
"18455"	"non-localized"	"ENSG00000199348.1"	NA	NA	NA
"18456"	"non-localized"	"ENSG00000199349.1"	NA	NA	NA
"18457"	"non-localized"	"ENSG00000199350.1"	NA	NA	NA
"18458"	"non-localized"	"ENSG00000199352.1"	NA	NA	NA
"18459"	"non-localized"	"ENSG00000199354.1"	NA	NA	NA
"18460"	"non-localized"	"ENSG00000199357.1"	NA	NA	NA
"18461"	"non-localized"	"ENSG00000199360.1"	NA	NA	NA
"18462"	"non-localized"	"ENSG00000199361.1"	NA	NA	NA
"18463"	"non-localized"	"ENSG00000199362.1"	NA	NA	NA
"18464"	"cytosol"	"ENSG00000199363.1"	NA	NA	NA
"18465"	"non-localized"	"ENSG00000199364.1"	NA	NA	NA
"18466"	"non-localized"	"ENSG00000199366.1"	NA	NA	NA
"18467"	"non-localized"	"ENSG00000199368.1"	NA	NA	NA
"18468"	"non-localized"	"ENSG00000199370.2"	NA	NA	NA
"18469"	"non-localized"	"ENSG00000199373.1"	NA	NA	NA
"18470"	"non-localized"	"ENSG00000199377.1"	NA	NA	NA
"18471"	"non-localized"	"ENSG00000199378.1"	NA	NA	NA
"18472"	"non-localized"	"ENSG00000199381.1"	NA	NA	NA
"18473"	"non-localized"	"ENSG00000199385.1"	NA	NA	NA
"18474"	"non-localized"	"ENSG00000199390.1"	NA	NA	NA
"18475"	"non-localized"	"ENSG00000199392.1"	NA	NA	NA
"18476"	"non-localized"	"ENSG00000199394.1"	NA	NA	NA
"18477"	"non-localized"	"ENSG00000199395.1"	NA	NA	NA
"18478"	"non-localized"	"ENSG00000199396.1"	NA	NA	NA
"18479"	"non-localized"	"ENSG00000199398.1"	NA	NA	NA
"18480"	"non-localized"	"ENSG00000199400.1"	NA	NA	NA
"18481"	"non-localized"	"ENSG00000199402.1"	NA	NA	NA
"18482"	"non-localized"	"ENSG00000199404.1"	NA	NA	NA
"18483"	"non-localized"	"ENSG00000199405.1"	NA	NA	NA
"18484"	"non-localized"	"ENSG00000199407.1"	NA	NA	NA
"18485"	"non-localized"	"ENSG00000199409.1"	NA	NA	NA
"18486"	"non-localized"	"ENSG00000199410.1"	NA	NA	NA
"18487"	"non-localized"	"ENSG00000199411.1"	NA	NA	NA
"18488"	"non-localized"	"ENSG00000199415.1"	NA	NA	NA
"18489"	"non-localized"	"ENSG00000199420.1"	NA	NA	NA
"18490"	"non-localized"	"ENSG00000199422.1"	NA	NA	NA
"18491"	"non-localized"	"ENSG00000199424.1"	NA	NA	NA
"18492"	"cytosol"	"ENSG00000199426.1"	NA	NA	NA
"18493"	"cytosol"	"ENSG00000199436.1"	NA	NA	NA
"18494"	"non-localized"	"ENSG00000199440.1"	NA	NA	NA
"18495"	"non-localized"	"ENSG00000199442.1"	NA	NA	NA
"18496"	"non-localized"	"ENSG00000199444.1"	NA	NA	NA
"18497"	"non-localized"	"ENSG00000199446.1"	NA	NA	NA
"18498"	"non-localized"	"ENSG00000199448.1"	NA	NA	NA
"18499"	"non-localized"	"ENSG00000199450.1"	NA	NA	NA
"18500"	"non-localized"	"ENSG00000199453.1"	NA	NA	NA
"18501"	"non-localized"	"ENSG00000199454.1"	NA	NA	NA
"18502"	"non-localized"	"ENSG00000199455.1"	NA	NA	NA
"18503"	"non-localized"	"ENSG00000199458.1"	NA	NA	NA
"18504"	"non-localized"	"ENSG00000199459.1"	NA	NA	NA
"18505"	"non-localized"	"ENSG00000199460.2"	NA	NA	NA
"18506"	"non-localized"	"ENSG00000199461.1"	NA	NA	NA
"18507"	"non-localized"	"ENSG00000199466.1"	NA	NA	NA
"18508"	"non-localized"	"ENSG00000199468.1"	NA	NA	NA
"18509"	"non-localized"	"ENSG00000199469.1"	NA	NA	NA
"18510"	"non-localized"	"ENSG00000199470.1"	NA	NA	NA
"18511"	"non-localized"	"ENSG00000199471.1"	NA	NA	NA
"18512"	"non-localized"	"ENSG00000199472.1"	NA	NA	NA
"18513"	"non-localized"	"ENSG00000199473.1"	NA	NA	NA
"18514"	"non-localized"	"ENSG00000199474.1"	NA	NA	NA
"18515"	"non-localized"	"ENSG00000199475.1"	NA	NA	NA
"18516"	"non-localized"	"ENSG00000199476.1"	NA	NA	NA
"18517"	"cytosol"	"ENSG00000199477.1"	NA	NA	NA
"18518"	"non-localized"	"ENSG00000199480.1"	NA	NA	NA
"18519"	"non-localized"	"ENSG00000199482.1"	NA	NA	NA
"18520"	"non-localized"	"ENSG00000199483.1"	NA	NA	NA
"18521"	"non-localized"	"ENSG00000199487.1"	NA	NA	NA
"18522"	"non-localized"	"ENSG00000199488.1"	NA	NA	NA
"18523"	"non-localized"	"ENSG00000199489.1"	NA	NA	NA
"18524"	"non-localized"	"ENSG00000199490.1"	NA	NA	NA
"18525"	"non-localized"	"ENSG00000199492.1"	NA	NA	NA
"18526"	"non-localized"	"ENSG00000199497.1"	NA	NA	NA
"18527"	"non-localized"	"ENSG00000199506.1"	NA	NA	NA
"18528"	"non-localized"	"ENSG00000199508.1"	NA	NA	NA
"18529"	"non-localized"	"ENSG00000199509.1"	NA	NA	NA
"18530"	"non-localized"	"ENSG00000199512.1"	NA	NA	NA
"18531"	"non-localized"	"ENSG00000199514.1"	NA	NA	NA
"18532"	"non-localized"	"ENSG00000199515.1"	NA	NA	NA
"18533"	"non-localized"	"ENSG00000199516.1"	NA	NA	NA
"18534"	"non-localized"	"ENSG00000199520.1"	NA	NA	NA
"18535"	"non-localized"	"ENSG00000199523.1"	NA	NA	NA
"18536"	"non-localized"	"ENSG00000199525.1"	NA	NA	NA
"18537"	"non-localized"	"ENSG00000199529.1"	NA	NA	NA
"18538"	"non-localized"	"ENSG00000199530.1"	NA	NA	NA
"18539"	"non-localized"	"ENSG00000199535.1"	NA	NA	NA
"18540"	"non-localized"	"ENSG00000199536.1"	NA	NA	NA
"18541"	"non-localized"	"ENSG00000199540.1"	NA	NA	NA
"18542"	"non-localized"	"ENSG00000199545.1"	NA	NA	NA
"18543"	"non-localized"	"ENSG00000199546.1"	NA	NA	NA
"18544"	"non-localized"	"ENSG00000199550.1"	NA	NA	NA
"18545"	"non-localized"	"ENSG00000199551.1"	NA	NA	NA
"18546"	"non-localized"	"ENSG00000199552.1"	NA	NA	NA
"18547"	"non-localized"	"ENSG00000199556.1"	NA	NA	NA
"18548"	"non-localized"	"ENSG00000199562.1"	NA	NA	NA
"18549"	"non-localized"	"ENSG00000199564.1"	NA	NA	NA
"18550"	"non-localized"	"ENSG00000199565.1"	NA	NA	NA
"18551"	"non-localized"	"ENSG00000199566.1"	NA	NA	NA
"18552"	"non-localized"	"ENSG00000199567.1"	NA	NA	NA
"18553"	"cytosol"	"ENSG00000199568.1"	NA	NA	NA
"18554"	"non-localized"	"ENSG00000199570.1"	NA	NA	NA
"18555"	"non-localized"	"ENSG00000199571.1"	NA	NA	NA
"18556"	"non-localized"	"ENSG00000199572.1"	NA	NA	NA
"18557"	"non-localized"	"ENSG00000199574.1"	NA	NA	NA
"18558"	"non-localized"	"ENSG00000199575.1"	NA	NA	NA
"18559"	"non-localized"	"ENSG00000199577.1"	NA	NA	NA
"18560"	"non-localized"	"ENSG00000199580.1"	NA	NA	NA
"18561"	"non-localized"	"ENSG00000199584.1"	NA	NA	NA
"18562"	"non-localized"	"ENSG00000199585.1"	NA	NA	NA
"18563"	"non-localized"	"ENSG00000199591.1"	NA	NA	NA
"18564"	"non-localized"	"ENSG00000199592.1"	NA	NA	NA
"18565"	"non-localized"	"ENSG00000199593.1"	NA	NA	NA
"18566"	"non-localized"	"ENSG00000199594.1"	NA	NA	NA
"18567"	"non-localized"	"ENSG00000199595.1"	NA	NA	NA
"18568"	"non-localized"	"ENSG00000199598.1"	NA	NA	NA
"18569"	"non-localized"	"ENSG00000199601.1"	NA	NA	NA
"18570"	"non-localized"	"ENSG00000199603.1"	NA	NA	NA
"18571"	"non-localized"	"ENSG00000199605.1"	NA	NA	NA
"18572"	"non-localized"	"ENSG00000199609.1"	NA	NA	NA
"18573"	"non-localized"	"ENSG00000199620.1"	NA	NA	NA
"18574"	"non-localized"	"ENSG00000199622.1"	NA	NA	NA
"18575"	"non-localized"	"ENSG00000199626.1"	NA	NA	NA
"18576"	"non-localized"	"ENSG00000199627.1"	NA	NA	NA
"18577"	"non-localized"	"ENSG00000199629.1"	NA	NA	NA
"18578"	"cytosol"	"ENSG00000199630.1"	NA	NA	NA
"18579"	"non-localized"	"ENSG00000199631.1"	NA	NA	NA
"18580"	"non-localized"	"ENSG00000199633.1"	NA	NA	NA
"18581"	"non-localized"	"ENSG00000199634.1"	NA	NA	NA
"18582"	"non-localized"	"ENSG00000199635.1"	NA	NA	NA
"18583"	"non-localized"	"ENSG00000199636.1"	NA	NA	NA
"18584"	"non-localized"	"ENSG00000199638.1"	NA	NA	NA
"18585"	"non-localized"	"ENSG00000199640.1"	NA	NA	NA
"18586"	"non-localized"	"ENSG00000199643.1"	NA	NA	NA
"18587"	"non-localized"	"ENSG00000199645.1"	NA	NA	NA
"18588"	"non-localized"	"ENSG00000199646.1"	NA	NA	NA
"18589"	"non-localized"	"ENSG00000199652.2"	NA	NA	NA
"18590"	"non-localized"	"ENSG00000199664.1"	NA	NA	NA
"18591"	"non-localized"	"ENSG00000199666.2"	NA	NA	NA
"18592"	"non-localized"	"ENSG00000199667.1"	NA	NA	NA
"18593"	"non-localized"	"ENSG00000199668.1"	NA	NA	NA
"18594"	"non-localized"	"ENSG00000199672.1"	NA	NA	NA
"18595"	"cytosol"	"ENSG00000199673.1"	NA	NA	NA
"18596"	"non-localized"	"ENSG00000199674.1"	NA	NA	NA
"18597"	"non-localized"	"ENSG00000199676.1"	NA	NA	NA
"18598"	"non-localized"	"ENSG00000199677.1"	NA	NA	NA
"18599"	"non-localized"	"ENSG00000199683.1"	NA	NA	NA
"18600"	"non-localized"	"ENSG00000199687.1"	NA	NA	NA
"18601"	"cytosol"	"ENSG00000199691.1"	NA	NA	NA
"18602"	"non-localized"	"ENSG00000199695.1"	NA	NA	NA
"18603"	"non-localized"	"ENSG00000199697.1"	NA	NA	NA
"18604"	"non-localized"	"ENSG00000199698.1"	NA	NA	NA
"18605"	"non-localized"	"ENSG00000199700.1"	NA	NA	NA
"18606"	"non-localized"	"ENSG00000199701.1"	NA	NA	NA
"18607"	"non-localized"	"ENSG00000199702.1"	NA	NA	NA
"18608"	"non-localized"	"ENSG00000199704.1"	NA	NA	NA
"18609"	"non-localized"	"ENSG00000199705.1"	NA	NA	NA
"18610"	"non-localized"	"ENSG00000199709.1"	NA	NA	NA
"18611"	"non-localized"	"ENSG00000199710.1"	NA	NA	NA
"18612"	"non-localized"	"ENSG00000199711.1"	NA	NA	NA
"18613"	"non-localized"	"ENSG00000199712.1"	NA	NA	NA
"18614"	"non-localized"	"ENSG00000199713.1"	NA	NA	NA
"18615"	"non-localized"	"ENSG00000199715.1"	NA	NA	NA
"18616"	"non-localized"	"ENSG00000199716.1"	NA	NA	NA
"18617"	"non-localized"	"ENSG00000199719.1"	NA	NA	NA
"18618"	"non-localized"	"ENSG00000199728.1"	NA	NA	NA
"18619"	"cytosol"	"ENSG00000199730.1"	NA	NA	NA
"18620"	"non-localized"	"ENSG00000199731.1"	NA	NA	NA
"18621"	"non-localized"	"ENSG00000199732.1"	NA	NA	NA
"18622"	"non-localized"	"ENSG00000199733.1"	NA	NA	NA
"18623"	"non-localized"	"ENSG00000199735.1"	NA	NA	NA
"18624"	"non-localized"	"ENSG00000199739.1"	NA	NA	NA
"18625"	"non-localized"	"ENSG00000199740.1"	NA	NA	NA
"18626"	"non-localized"	"ENSG00000199744.1"	NA	NA	NA
"18627"	"non-localized"	"ENSG00000199751.1"	NA	NA	NA
"18628"	"non-localized"	"ENSG00000199753.1"	NA	NA	NA
"18629"	"non-localized"	"ENSG00000199755.1"	NA	NA	NA
"18630"	"non-localized"	"ENSG00000199756.1"	NA	NA	NA
"18631"	"non-localized"	"ENSG00000199762.1"	NA	NA	NA
"18632"	"non-localized"	"ENSG00000199764.1"	NA	NA	NA
"18633"	"non-localized"	"ENSG00000199765.1"	NA	NA	NA
"18634"	"non-localized"	"ENSG00000199767.1"	NA	NA	NA
"18635"	"non-localized"	"ENSG00000199771.1"	NA	NA	NA
"18636"	"non-localized"	"ENSG00000199773.1"	NA	NA	NA
"18637"	"non-localized"	"ENSG00000199780.1"	NA	NA	NA
"18638"	"non-localized"	"ENSG00000199781.1"	NA	NA	NA
"18639"	"non-localized"	"ENSG00000199782.1"	NA	NA	NA
"18640"	"non-localized"	"ENSG00000199783.1"	NA	NA	NA
"18641"	"non-localized"	"ENSG00000199784.1"	NA	NA	NA
"18642"	"cytosol"	"ENSG00000199785.1"	NA	NA	NA
"18643"	"non-localized"	"ENSG00000199786.1"	NA	NA	NA
"18644"	"non-localized"	"ENSG00000199787.1"	NA	NA	NA
"18645"	"non-localized"	"ENSG00000199788.1"	NA	NA	NA
"18646"	"non-localized"	"ENSG00000199790.1"	NA	NA	NA
"18647"	"non-localized"	"ENSG00000199791.1"	NA	NA	NA
"18648"	"non-localized"	"ENSG00000199792.1"	NA	NA	NA
"18649"	"non-localized"	"ENSG00000199796.1"	NA	NA	NA
"18650"	"non-localized"	"ENSG00000199797.1"	NA	NA	NA
"18651"	"non-localized"	"ENSG00000199798.1"	NA	NA	NA
"18652"	"non-localized"	"ENSG00000199801.1"	NA	NA	NA
"18653"	"non-localized"	"ENSG00000199803.1"	NA	NA	NA
"18654"	"non-localized"	"ENSG00000199804.1"	NA	NA	NA
"18655"	"non-localized"	"ENSG00000199805.1"	NA	NA	NA
"18656"	"non-localized"	"ENSG00000199806.1"	NA	NA	NA
"18657"	"non-localized"	"ENSG00000199809.1"	NA	NA	NA
"18658"	"non-localized"	"ENSG00000199812.1"	NA	NA	NA
"18659"	"non-localized"	"ENSG00000199814.1"	NA	NA	NA
"18660"	"non-localized"	"ENSG00000199815.2"	NA	NA	NA
"18661"	"non-localized"	"ENSG00000199824.1"	NA	NA	NA
"18662"	"non-localized"	"ENSG00000199827.1"	NA	NA	NA
"18663"	"non-localized"	"ENSG00000199831.1"	NA	NA	NA
"18664"	"non-localized"	"ENSG00000199832.1"	NA	NA	NA
"18665"	"non-localized"	"ENSG00000199833.1"	NA	NA	NA
"18666"	"non-localized"	"ENSG00000199836.1"	NA	NA	NA
"18667"	"non-localized"	"ENSG00000199837.1"	NA	NA	NA
"18668"	"non-localized"	"ENSG00000199839.1"	NA	NA	NA
"18669"	"non-localized"	"ENSG00000199840.1"	NA	NA	NA
"18670"	"non-localized"	"ENSG00000199843.1"	NA	NA	NA
"18671"	"non-localized"	"ENSG00000199845.1"	NA	NA	NA
"18672"	"cytosol"	"ENSG00000199846.1"	NA	NA	NA
"18673"	"non-localized"	"ENSG00000199849.1"	NA	NA	NA
"18674"	"non-localized"	"ENSG00000199851.2"	NA	NA	NA
"18675"	"non-localized"	"ENSG00000199855.1"	NA	NA	NA
"18676"	"non-localized"	"ENSG00000199856.2"	NA	NA	NA
"18677"	"non-localized"	"ENSG00000199857.1"	NA	NA	NA
"18678"	"non-localized"	"ENSG00000199858.1"	NA	NA	NA
"18679"	"non-localized"	"ENSG00000199859.1"	NA	NA	NA
"18680"	"non-localized"	"ENSG00000199862.1"	NA	NA	NA
"18681"	"non-localized"	"ENSG00000199865.1"	NA	NA	NA
"18682"	"non-localized"	"ENSG00000199866.1"	NA	NA	NA
"18683"	"non-localized"	"ENSG00000199867.1"	NA	NA	NA
"18684"	"non-localized"	"ENSG00000199870.1"	NA	NA	NA
"18685"	"non-localized"	"ENSG00000199872.1"	NA	NA	NA
"18686"	"non-localized"	"ENSG00000199874.1"	NA	NA	NA
"18687"	"non-localized"	"ENSG00000199875.1"	NA	NA	NA
"18688"	"non-localized"	"ENSG00000199878.1"	NA	NA	NA
"18689"	"cytosol"	"ENSG00000199879.1"	NA	NA	NA
"18690"	"non-localized"	"ENSG00000199880.1"	NA	NA	NA
"18691"	"non-localized"	"ENSG00000199881.1"	NA	NA	NA
"18692"	"non-localized"	"ENSG00000199883.1"	NA	NA	NA
"18693"	"non-localized"	"ENSG00000199884.1"	NA	NA	NA
"18694"	"non-localized"	"ENSG00000199885.1"	NA	NA	NA
"18695"	"non-localized"	"ENSG00000199886.1"	NA	NA	NA
"18696"	"non-localized"	"ENSG00000199890.1"	NA	NA	NA
"18697"	"non-localized"	"ENSG00000199892.2"	NA	NA	NA
"18698"	"non-localized"	"ENSG00000199894.1"	NA	NA	NA
"18699"	"non-localized"	"ENSG00000199895.1"	NA	NA	NA
"18700"	"non-localized"	"ENSG00000199899.2"	NA	NA	NA
"18701"	"non-localized"	"ENSG00000199900.1"	NA	NA	NA
"18702"	"non-localized"	"ENSG00000199901.1"	NA	NA	NA
"18703"	"non-localized"	"ENSG00000199903.1"	NA	NA	NA
"18704"	"non-localized"	"ENSG00000199905.1"	NA	NA	NA
"18705"	"non-localized"	"ENSG00000199906.1"	NA	NA	NA
"18706"	"non-localized"	"ENSG00000199910.1"	NA	NA	NA
"18707"	"non-localized"	"ENSG00000199911.1"	NA	NA	NA
"18708"	"non-localized"	"ENSG00000199912.1"	NA	NA	NA
"18709"	"non-localized"	"ENSG00000199913.1"	NA	NA	NA
"18710"	"non-localized"	"ENSG00000199914.1"	NA	NA	NA
"18711"	"non-localized"	"ENSG00000199920.1"	NA	NA	NA
"18712"	"non-localized"	"ENSG00000199921.1"	NA	NA	NA
"18713"	"non-localized"	"ENSG00000199924.1"	NA	NA	NA
"18714"	"non-localized"	"ENSG00000199927.2"	NA	NA	NA
"18715"	"non-localized"	"ENSG00000199929.1"	NA	NA	NA
"18716"	"non-localized"	"ENSG00000199932.1"	NA	NA	NA
"18717"	"non-localized"	"ENSG00000199933.1"	NA	NA	NA
"18718"	"non-localized"	"ENSG00000199934.1"	NA	NA	NA
"18719"	"non-localized"	"ENSG00000199936.1"	NA	NA	NA
"18720"	"non-localized"	"ENSG00000199938.1"	NA	NA	NA
"18721"	"non-localized"	"ENSG00000199940.1"	NA	NA	NA
"18722"	"non-localized"	"ENSG00000199942.1"	NA	NA	NA
"18723"	"non-localized"	"ENSG00000199944.1"	NA	NA	NA
"18724"	"non-localized"	"ENSG00000199949.2"	NA	NA	NA
"18725"	"non-localized"	"ENSG00000199953.1"	NA	NA	NA
"18726"	"non-localized"	"ENSG00000199959.1"	NA	NA	NA
"18727"	"non-localized"	"ENSG00000199960.1"	NA	NA	NA
"18728"	"non-localized"	"ENSG00000199961.1"	NA	NA	NA
"18729"	"non-localized"	"ENSG00000199962.1"	NA	NA	NA
"18730"	"non-localized"	"ENSG00000199963.1"	NA	NA	NA
"18731"	"non-localized"	"ENSG00000199964.1"	NA	NA	NA
"18732"	"non-localized"	"ENSG00000199968.1"	NA	NA	NA
"18733"	"non-localized"	"ENSG00000199970.1"	NA	NA	NA
"18734"	"non-localized"	"ENSG00000199971.1"	NA	NA	NA
"18735"	"non-localized"	"ENSG00000199975.1"	NA	NA	NA
"18736"	"cytosol"	"ENSG00000199977.1"	NA	NA	NA
"18737"	"non-localized"	"ENSG00000199979.1"	NA	NA	NA
"18738"	"non-localized"	"ENSG00000199985.1"	NA	NA	NA
"18739"	"non-localized"	"ENSG00000199986.1"	NA	NA	NA
"18740"	"non-localized"	"ENSG00000199990.1"	NA	NA	NA
"18741"	"non-localized"	"ENSG00000199994.1"	NA	NA	NA
"18742"	"non-localized"	"ENSG00000200003.1"	NA	NA	NA
"18743"	"non-localized"	"ENSG00000200008.1"	NA	NA	NA
"18744"	"non-localized"	"ENSG00000200011.1"	NA	NA	NA
"18745"	"non-localized"	"ENSG00000200013.1"	NA	NA	NA
"18746"	"non-localized"	"ENSG00000200021.1"	NA	NA	NA
"18747"	"non-localized"	"ENSG00000200024.1"	NA	NA	NA
"18748"	"non-localized"	"ENSG00000200026.1"	NA	NA	NA
"18749"	"non-localized"	"ENSG00000200028.1"	NA	NA	NA
"18750"	"non-localized"	"ENSG00000200029.1"	NA	NA	NA
"18751"	"non-localized"	"ENSG00000200033.1"	NA	NA	NA
"18752"	"non-localized"	"ENSG00000200034.1"	NA	NA	NA
"18753"	"non-localized"	"ENSG00000200036.1"	NA	NA	NA
"18754"	"non-localized"	"ENSG00000200040.1"	NA	NA	NA
"18755"	"non-localized"	"ENSG00000200041.1"	NA	NA	NA
"18756"	"cytosol"	"ENSG00000200047.1"	NA	NA	NA
"18757"	"non-localized"	"ENSG00000200048.1"	NA	NA	NA
"18758"	"non-localized"	"ENSG00000200049.1"	NA	NA	NA
"18759"	"non-localized"	"ENSG00000200051.1"	NA	NA	NA
"18760"	"non-localized"	"ENSG00000200052.1"	NA	NA	NA
"18761"	"cytosol"	"ENSG00000200057.1"	NA	NA	NA
"18762"	"non-localized"	"ENSG00000200058.1"	NA	NA	NA
"18763"	"non-localized"	"ENSG00000200059.1"	NA	NA	NA
"18764"	"non-localized"	"ENSG00000200060.1"	NA	NA	NA
"18765"	"non-localized"	"ENSG00000200062.1"	NA	NA	NA
"18766"	"non-localized"	"ENSG00000200063.1"	NA	NA	NA
